# Directed graph: generated_rock_song_54.txt 
# Nodes: 31 Edges: 72
# FromNodeId	ToNodeId
44	13
44	27
44	30
44	40
44	54
44	62
44	70
44	76
44	101
44	114
44	117
76	13
76	21
13	55
13	95
13	101
13	114
13	116
101	13
101	27
101	44
101	47
101	76
101	95
101	114
95	44
95	47
95	101
47	101
27	37
27	44
27	101
54	44
117	44
116	44
70	101
70	114
114	13
114	44
114	46
114	55
114	72
114	78
114	101
40	31
40	78
78	0
78	101
0	61
0	67
67	5
5	27
5	61
5	81
5	101
30	101
21	5
81	27
81	70
37	81
55	114
55	127
72	95
127	55
46	105
105	114
31	0
61	5
61	121
121	61
62	120
120	44
