# Directed graph: generated_rock_song_14.txt 
# Nodes: 24 Edges: 64
# FromNodeId	ToNodeId
44	13
44	55
44	70
44	72
44	101
44	114
44	117
44	130
130	39
39	95
39	114
114	13
114	44
114	53
114	55
114	70
114	95
114	101
55	0
55	13
55	76
55	80
55	108
76	0
76	7
76	13
76	24
13	44
13	55
13	70
13	78
13	95
13	101
13	110
13	114
70	44
70	101
70	114
101	44
101	50
101	76
101	108
101	114
101	117
117	44
72	101
108	44
108	95
50	27
27	0
0	24
0	39
0	127
127	55
95	13
95	72
95	114
110	13
24	67
24	76
67	76
78	13
53	114
7	44
