# Directed graph: generated_rock_song_76.txt 
# Nodes: 24 Edges: 66
# FromNodeId	ToNodeId
44	13
44	17
44	55
44	70
44	95
44	101
44	114
44	117
117	101
101	27
101	33
101	44
101	47
101	52
101	70
13	27
13	44
13	70
13	76
13	114
114	13
114	27
114	44
114	55
114	95
114	101
114	110
27	44
27	50
27	81
27	101
27	114
95	13
95	44
95	101
70	13
70	44
70	114
55	0
55	114
33	5
33	50
33	88
50	5
50	27
110	44
17	114
0	44
0	61
0	76
0	127
61	5
5	33
5	81
5	121
121	33
121	61
81	5
81	27
88	24
24	0
52	76
76	0
76	24
76	101
47	101
