# Directed graph: generated_rock_song_88.txt 
# Nodes: 28 Edges: 68
# FromNodeId	ToNodeId
44	13
44	24
44	55
44	101
44	114
101	0
101	44
101	46
101	70
101	76
101	108
101	114
114	13
114	40
114	44
114	101
114	105
13	44
13	46
13	55
13	101
13	110
13	114
110	44
55	0
55	44
55	95
76	13
76	24
76	101
24	0
24	67
24	121
121	61
61	5
61	44
61	88
5	33
5	81
5	121
88	24
88	61
67	11
11	88
46	105
46	110
0	24
0	55
0	61
0	70
0	76
0	127
33	5
81	101
70	13
70	95
40	68
68	0
127	0
95	0
95	13
95	44
105	13
105	17
17	114
108	131
131	27
27	44
