# Directed graph: generated_rock_song_77.txt 
# Nodes: 26 Edges: 64
# FromNodeId	ToNodeId
44	13
44	27
44	55
44	61
44	70
44	101
44	105
44	114
44	138
13	27
13	44
13	70
13	76
13	95
13	101
13	114
114	13
114	44
114	46
114	55
114	101
46	105
105	44
105	114
138	105
101	13
101	44
101	55
101	76
101	114
101	117
27	81
27	82
27	101
81	5
81	8
8	61
61	5
61	24
61	121
121	76
76	13
76	101
55	80
55	101
55	114
95	72
72	101
80	39
39	61
39	78
24	0
24	76
0	39
78	13
70	27
70	44
70	101
82	61
5	67
5	81
5	114
117	44
67	24
