# Directed graph: generated_rock_song_94.txt 
# Nodes: 28 Edges: 71
# FromNodeId	ToNodeId
44	13
44	27
44	30
44	55
44	72
44	76
44	101
44	112
44	114
44	138
76	0
76	13
76	24
76	39
13	44
13	72
13	76
13	95
13	101
13	114
0	40
0	76
0	110
40	78
78	13
101	13
101	27
101	44
101	47
101	81
101	114
72	76
72	95
24	0
39	0
110	44
138	102
138	114
102	17
17	44
27	13
27	44
27	101
81	27
81	50
81	131
95	44
95	57
95	70
70	44
70	114
114	13
114	44
114	55
114	70
114	72
114	75
114	101
114	105
114	138
112	13
75	55
55	44
55	101
55	114
131	81
50	101
30	101
57	114
105	114
47	101
