# Directed graph: generated_rock_song_87.txt 
# Nodes: 31 Edges: 73
# FromNodeId	ToNodeId
44	13
44	26
44	27
44	30
44	55
44	57
44	101
44	105
44	114
44	138
114	13
114	44
114	55
114	76
114	101
105	44
105	114
13	39
13	44
13	95
13	96
13	101
13	110
13	114
110	72
110	95
95	13
72	76
72	114
76	13
76	24
76	73
76	99
76	101
39	114
96	98
98	44
101	44
101	70
101	72
101	76
101	81
101	114
26	57
57	101
57	105
55	76
99	24
24	0
24	76
0	3
0	61
0	127
127	76
73	0
61	5
61	121
5	81
81	27
81	61
81	109
27	5
27	44
27	101
30	101
70	44
70	101
70	114
109	50
50	5
121	76
3	70
138	13
