# Directed graph: generated_songs/random_generated_rock_song_31.txt 
# Nodes: 31 Edges: 66
# FromNodeId	ToNodeId
44	5
44	13
44	52
44	70
44	78
44	101
44	114
44	138
114	13
114	44
114	46
114	95
114	101
101	13
101	44
101	108
101	114
70	0
70	101
108	44
108	131
131	81
81	27
81	109
81	114
27	50
27	97
27	101
97	47
47	101
78	0
78	114
0	24
0	39
0	76
39	78
52	101
13	44
13	55
13	101
13	110
13	114
110	27
110	44
50	5
50	27
95	13
55	76
76	24
76	101
24	0
24	121
138	102
102	17
17	105
105	114
46	110
5	33
5	81
5	108
109	50
121	5
121	61
33	5
33	121
61	81
