# Directed graph: generated_songs/generated_rock_song_42.txt 
# Nodes: 31 Edges: 63
# FromNodeId	ToNodeId
44	0
44	13
44	26
44	27
44	57
44	70
44	95
44	101
44	103
44	114
27	37
27	44
27	50
27	81
27	131
131	27
13	27
13	44
13	76
13	101
13	114
81	27
101	13
101	27
101	44
101	76
101	95
101	114
114	13
114	44
114	70
114	101
114	105
114	110
103	13
50	5
5	108
5	121
121	88
88	61
61	44
61	121
110	44
95	101
0	55
55	101
70	13
70	72
70	101
76	7
76	13
76	39
72	101
105	44
37	5
108	44
57	114
26	62
62	29
29	47
47	101
7	67
67	76
