# Directed graph: generated_songs/random_generated_rock_song_21.txt 
# Nodes: 29 Edges: 70
# FromNodeId	ToNodeId
44	0
44	13
44	27
44	52
44	70
44	101
44	105
44	114
44	117
44	138
114	13
114	17
114	44
114	101
13	44
13	70
13	72
13	95
13	101
13	114
101	13
101	44
101	70
101	108
101	114
17	44
17	117
17	138
52	76
76	13
76	24
76	39
70	27
70	44
70	76
70	101
70	117
24	0
24	38
38	24
0	39
0	61
0	114
39	55
39	78
55	95
95	13
95	70
117	5
117	44
61	121
121	5
5	27
5	81
5	109
109	64
64	81
81	91
81	101
91	5
27	44
27	101
138	17
138	44
138	58
72	76
78	0
108	27
58	44
105	114
