# Directed graph: generated_songs/generated_rock_song_98.txt 
# Nodes: 28 Edges: 62
# FromNodeId	ToNodeId
44	5
44	13
44	24
44	27
44	54
44	55
44	70
44	101
44	114
54	44
114	13
114	27
114	44
114	46
114	55
114	87
114	101
55	44
55	76
55	96
55	114
101	44
101	47
101	70
101	114
13	57
13	70
13	76
13	95
13	101
13	110
13	114
76	0
76	72
76	127
127	55
127	62
62	127
0	61
61	44
110	70
70	13
70	95
70	101
70	114
95	13
95	44
24	76
72	117
72	118
118	117
117	44
5	81
81	44
27	13
27	114
47	101
57	105
105	13
96	133
133	72
87	114
