# Directed graph: generated_songs/random_generated_rock_song_24.txt 
# Nodes: 29 Edges: 66
# FromNodeId	ToNodeId
44	13
44	55
44	70
44	101
44	112
44	114
44	131
44	138
131	27
131	50
131	81
50	5
50	131
5	33
5	81
5	121
81	5
81	27
121	76
121	88
88	24
24	67
67	0
0	76
0	127
127	55
55	13
55	78
55	80
55	101
55	114
114	13
114	44
114	55
114	101
101	13
101	27
101	44
101	108
101	114
108	44
13	17
13	44
13	70
13	72
13	76
13	101
13	114
138	13
70	13
70	114
17	114
76	13
76	39
76	73
39	44
27	50
27	81
33	89
33	121
89	121
73	0
112	44
78	114
72	13
80	39
