# Directed graph: generated_songs/generated_jazz_song_70.txt 
# Nodes: 46 Edges: 85
# FromNodeId	ToNodeId
105	35
105	84
105	142
105	191
105	224
191	188
191	225
225	52
52	172
172	3
3	133
133	198
133	205
133	207
198	84
198	87
198	105
198	133
198	170
198	205
205	84
205	170
84	22
84	35
84	108
84	163
163	84
163	198
22	125
125	87
87	35
87	105
87	110
110	133
35	108
35	133
35	157
35	225
108	35
108	84
108	178
178	99
178	142
99	188
188	57
188	61
188	69
188	170
61	153
153	90
90	191
170	14
170	35
170	163
170	187
157	18
157	108
18	133
18	188
142	0
142	31
142	34
0	79
79	98
79	142
31	121
31	178
121	133
69	155
155	79
98	3
187	170
14	133
207	105
224	45
224	180
45	140
140	123
123	224
180	148
148	150
150	31
34	57
57	105
57	188
