# Directed graph: generated_songs/random_generated_rock_song_48.txt 
# Nodes: 26 Edges: 68
# FromNodeId	ToNodeId
44	0
44	13
44	70
44	101
44	112
44	114
114	3
114	13
114	44
114	70
114	76
114	78
114	101
114	117
70	0
70	27
70	44
70	95
70	101
27	50
27	70
27	81
27	101
101	13
101	44
101	76
101	81
101	108
101	114
101	117
13	44
13	70
13	78
13	101
13	114
78	13
78	44
3	70
95	44
108	50
108	131
131	27
131	50
50	5
50	131
5	27
5	33
5	81
33	121
121	5
81	27
81	44
81	70
117	44
76	13
76	99
76	114
0	11
0	24
0	61
0	127
11	88
88	24
24	0
24	27
127	76
99	127
112	44
