# Directed graph: generated_songs/generated_rock_song_17.txt 
# Nodes: 26 Edges: 65
# FromNodeId	ToNodeId
44	10
44	13
44	53
44	55
44	101
44	114
13	27
13	44
13	55
13	76
13	101
13	114
13	131
114	13
114	44
114	55
114	70
114	76
114	95
114	101
114	117
10	45
45	114
101	13
101	70
101	114
101	117
76	13
76	24
76	39
76	73
76	101
76	127
39	42
39	114
42	39
117	44
55	0
55	13
55	44
55	57
55	76
55	95
24	76
73	0
0	76
0	114
57	105
105	114
53	44
127	76
70	44
70	101
27	44
27	47
27	81
95	27
95	101
47	101
131	50
50	5
50	27
81	27
81	50
5	81
