# Directed graph: generated_songs/random_generated_rock_song_36.txt 
# Nodes: 31 Edges: 67
# FromNodeId	ToNodeId
44	24
44	27
44	52
44	55
44	70
44	72
44	78
44	95
44	101
44	114
101	13
101	44
101	76
101	95
101	108
101	114
101	117
108	131
131	101
72	44
72	70
70	13
70	101
70	114
114	13
114	44
114	55
114	101
55	13
55	44
55	104
55	114
13	44
13	53
13	55
13	57
13	70
13	95
13	110
13	114
53	138
138	13
95	101
95	110
76	101
104	109
109	64
64	81
81	27
81	50
27	5
27	81
27	101
5	81
50	33
33	5
24	0
0	70
57	87
87	96
96	49
49	55
52	101
117	44
110	13
110	72
78	13
