# Directed graph: generated_songs/generated_rock_song_64.txt 
# Nodes: 29 Edges: 61
# FromNodeId	ToNodeId
44	13
44	30
44	55
44	95
44	101
44	103
44	105
44	114
13	44
13	55
13	70
13	95
13	101
13	114
114	13
114	40
114	44
114	101
114	110
55	13
55	44
55	127
127	0
127	55
127	76
76	13
76	127
110	95
95	13
95	70
95	117
101	13
101	44
101	70
101	114
117	3
3	70
70	13
70	27
70	101
70	114
103	13
27	5
27	44
5	27
40	78
78	42
42	43
43	24
24	61
24	67
24	76
67	11
11	88
88	24
61	11
0	127
30	101
105	119
119	17
17	44
