# Directed graph: generated_songs/generated_rock_song_9.txt 
# Nodes: 26 Edges: 72
# FromNodeId	ToNodeId
44	13
44	27
44	95
44	101
44	114
44	138
95	13
95	110
110	44
101	33
101	44
101	76
101	81
101	114
101	131
138	13
13	70
13	72
13	76
13	101
13	114
72	95
114	0
114	13
114	39
114	44
114	50
114	55
114	101
39	44
39	55
0	61
0	70
61	5
61	24
61	121
5	27
5	33
5	50
5	61
5	64
5	76
5	81
27	5
27	44
27	50
27	101
33	61
33	88
88	24
24	0
24	61
24	67
24	76
81	5
81	50
81	131
131	27
131	50
50	5
50	27
50	114
76	24
76	101
76	127
70	101
67	24
127	39
55	101
55	114
121	61
64	81
