# Directed graph: generated_songs/generated_jazz_song_79.txt 
# Nodes: 52 Edges: 81
# FromNodeId	ToNodeId
105	35
105	172
105	191
105	225
105	233
233	89
89	174
89	186
174	142
174	224
142	35
142	191
191	80
191	185
191	221
221	239
239	105
80	142
35	108
35	133
133	170
133	198
133	200
133	204
133	205
133	207
170	3
170	35
170	154
198	84
198	105
186	198
225	185
185	223
185	224
223	183
183	173
173	141
141	237
237	35
237	52
207	87
207	105
87	106
87	133
87	188
205	207
172	3
3	129
3	164
3	197
197	108
108	170
108	210
154	19
19	87
106	87
188	61
61	14
14	133
84	11
84	168
84	174
168	133
200	84
224	45
45	26
45	173
26	119
26	123
123	98
98	3
164	26
119	212
212	209
209	195
195	84
11	133
204	105
52	170
129	207
