# Directed graph: generated_songs/random_generated_rock_song_89.txt 
# Nodes: 26 Edges: 64
# FromNodeId	ToNodeId
44	13
44	27
44	39
44	52
44	55
44	101
44	114
44	117
44	138
114	13
114	39
114	44
114	46
114	55
114	70
114	101
117	72
117	114
72	44
13	27
13	70
13	72
13	95
13	114
70	44
70	101
70	114
101	27
101	44
101	76
101	114
52	70
27	5
27	13
27	50
27	81
95	101
39	114
46	110
110	44
81	5
81	27
81	33
81	44
5	33
5	55
5	81
50	81
33	61
33	124
124	61
61	5
55	13
55	101
55	114
55	127
127	55
138	17
138	102
17	44
17	138
102	17
76	0
0	55
