# Directed graph: generated_songs/generated_rock_song_24.txt 
# Nodes: 26 Edges: 63
# FromNodeId	ToNodeId
44	13
44	17
44	24
44	55
44	76
44	78
44	105
44	114
44	131
105	57
105	114
114	0
114	13
114	27
114	44
114	55
114	70
114	101
55	0
55	13
55	44
55	78
55	105
55	114
78	13
13	44
13	55
13	96
13	101
13	114
101	13
101	27
101	44
101	70
101	114
27	37
27	44
27	81
27	101
37	5
5	81
81	27
81	50
81	109
109	50
109	64
50	27
0	76
0	123
123	39
39	55
39	114
131	27
24	39
76	13
57	114
96	98
98	44
17	114
70	44
70	117
117	44
64	81
