# Directed graph: generated_songs/generated_rock_song_38.txt 
# Nodes: 28 Edges: 67
# FromNodeId	ToNodeId
44	13
44	24
44	52
44	54
44	55
44	70
44	101
44	114
101	3
101	13
101	44
101	114
114	0
114	13
114	39
114	40
114	44
114	55
114	101
114	105
114	110
114	121
70	13
70	44
70	95
70	114
95	101
95	123
123	44
13	44
13	55
13	57
13	78
13	95
13	101
13	110
13	114
39	55
55	0
55	44
55	114
52	70
78	13
0	76
0	81
0	127
81	27
81	109
27	81
27	101
3	70
24	0
76	13
76	24
127	55
40	78
110	13
110	44
57	13
105	44
54	44
121	33
33	50
50	27
50	108
109	50
108	101
