# Directed graph: generated_songs/generated_rock_song_89.txt 
# Nodes: 26 Edges: 67
# FromNodeId	ToNodeId
44	13
44	27
44	47
44	55
44	101
44	105
44	108
44	114
114	13
114	39
114	44
114	55
114	81
114	101
114	117
55	39
55	44
55	76
55	95
55	101
55	128
76	13
76	101
101	0
101	44
101	76
101	78
101	79
101	95
101	114
101	118
39	55
39	78
39	95
39	121
95	39
95	44
95	72
95	114
117	101
13	22
13	39
13	95
13	101
13	114
121	5
5	33
5	81
81	5
81	27
81	101
27	101
105	17
17	114
78	0
78	13
78	39
22	49
49	55
128	114
33	5
79	78
72	95
108	114
0	55
118	117
47	101
