# Directed graph: generated_songs/generated_rock_song_8.txt 
# Nodes: 29 Edges: 70
# FromNodeId	ToNodeId
44	0
44	13
44	30
44	72
44	76
44	101
44	114
114	13
114	26
114	44
114	46
114	70
114	101
46	105
105	13
105	17
105	74
13	57
13	76
13	78
13	95
13	101
13	110
13	114
78	0
0	55
0	76
0	123
55	13
55	95
55	114
26	95
95	39
95	44
95	72
95	101
95	114
70	101
101	5
101	13
101	27
101	44
101	95
101	110
101	114
110	13
110	44
17	58
17	105
58	17
57	105
74	55
72	44
76	0
76	13
76	127
127	55
123	39
39	114
27	44
27	50
27	81
27	131
131	81
81	27
50	27
30	101
5	27
5	33
33	5
