# Directed graph: generated_songs/random_generated_rock_song_75.txt 
# Nodes: 40 Edges: 78
# FromNodeId	ToNodeId
44	13
44	26
44	27
44	30
44	78
44	95
44	101
44	111
44	114
13	39
13	44
13	47
13	72
13	110
13	114
114	13
114	39
114	44
114	101
26	57
57	13
47	101
101	13
101	44
101	50
101	114
111	119
119	20
20	49
20	105
49	20
105	70
70	44
27	81
81	5
81	38
38	117
117	61
117	101
50	81
5	33
5	121
33	5
33	121
121	5
121	61
121	76
61	5
61	11
61	121
11	88
88	24
24	0
24	44
24	61
24	67
24	76
39	42
39	55
42	39
55	44
30	101
110	44
95	44
78	13
72	118
118	117
76	0
76	24
76	73
76	99
73	0
0	55
0	61
0	127
67	24
127	76
99	24
