# Directed graph: generated_songs/generated_rock_song_83.txt 
# Nodes: 29 Edges: 72
# FromNodeId	ToNodeId
44	13
44	24
44	27
44	61
44	81
44	95
44	101
44	103
44	114
44	138
101	0
101	13
101	44
101	95
101	108
101	113
101	114
81	27
81	50
81	109
27	5
27	44
27	97
27	101
5	33
5	81
33	121
33	124
124	5
109	50
50	5
50	27
97	47
47	101
13	70
13	101
13	114
114	13
114	44
114	46
114	55
114	70
114	95
114	101
114	105
70	101
70	114
113	101
61	5
61	121
0	70
0	127
127	55
55	76
55	95
55	114
95	44
95	70
95	101
138	44
103	44
24	0
24	61
121	33
121	55
76	24
108	131
131	101
46	105
105	13
105	44
105	114
