# Directed graph: generated_songs/generated_rock_song_31.txt 
# Nodes: 23 Edges: 60
# FromNodeId	ToNodeId
44	13
44	26
44	52
44	55
44	70
44	95
44	101
44	103
44	114
44	131
103	114
114	13
114	44
114	55
114	70
114	101
13	44
13	46
13	70
13	95
13	101
13	114
13	116
101	13
101	27
101	44
101	76
101	114
55	13
55	44
55	76
55	127
70	13
70	44
70	101
46	137
137	105
105	13
52	101
131	44
95	27
95	44
95	70
95	72
72	95
27	70
27	101
116	13
76	13
76	24
76	39
76	101
24	76
24	88
88	24
39	55
26	95
127	62
127	76
62	127
