# Directed graph: generated_songs/generated_rock_song_84.txt 
# Nodes: 29 Edges: 66
# FromNodeId	ToNodeId
44	13
44	17
44	52
44	70
44	72
44	101
44	114
101	13
101	27
101	44
101	50
101	70
101	114
114	13
114	44
114	55
114	70
114	101
114	105
114	110
52	101
13	44
13	70
13	95
13	101
13	114
50	131
131	51
51	5
5	33
5	55
5	81
33	121
121	5
121	76
55	101
55	114
17	44
105	13
70	76
70	101
70	104
70	114
95	39
95	101
39	78
78	114
110	44
104	27
27	81
27	101
76	0
76	13
76	24
76	101
0	76
0	127
72	101
81	5
81	27
81	109
109	61
61	121
24	0
127	0
127	76
