# Directed graph: generated_songs/generated_rock_song_47.txt 
# Nodes: 29 Edges: 68
# FromNodeId	ToNodeId
44	13
44	70
44	76
44	101
44	108
44	114
44	129
44	131
76	127
127	24
24	0
0	114
114	13
114	44
114	70
114	101
101	13
101	33
101	44
101	50
101	95
101	114
101	117
13	44
13	70
13	72
13	101
13	114
13	131
129	101
117	78
78	13
95	101
33	61
33	121
33	124
124	61
61	1
61	5
61	121
5	33
5	37
5	61
5	81
5	114
81	27
81	45
81	50
27	37
27	50
50	5
50	27
50	131
131	44
131	50
131	81
37	5
70	13
70	101
108	44
121	33
121	55
121	61
1	33
55	13
72	138
138	13
45	44
