# Directed graph: generated_songs/generated_jazz_song_27.txt 
# Nodes: 47 Edges: 88
# FromNodeId	ToNodeId
105	45
105	110
105	133
45	198
198	76
198	84
198	87
198	133
198	208
198	233
84	35
84	80
84	133
84	174
84	178
84	191
84	233
233	86
233	133
233	191
133	31
133	57
133	108
133	170
133	194
133	198
133	205
133	207
170	89
170	163
170	164
163	133
205	133
207	84
207	87
80	142
80	150
80	170
142	31
142	56
31	36
31	80
31	142
31	225
225	52
52	170
52	173
164	133
89	191
191	57
191	176
191	188
191	198
174	84
174	186
186	84
57	105
87	133
87	225
173	141
141	237
237	198
208	84
35	80
35	111
35	133
35	157
111	133
108	133
108	198
76	142
56	44
44	88
88	35
150	31
36	35
110	108
86	191
176	221
221	198
194	84
178	72
72	35
157	28
28	125
125	135
135	198
188	170
