# Directed graph: generated_songs/generated_rock_song_79.txt 
# Nodes: 30 Edges: 69
# FromNodeId	ToNodeId
44	13
44	27
44	39
44	45
44	55
44	78
44	95
44	101
44	114
45	44
95	13
95	39
95	57
95	101
95	110
57	114
114	13
114	44
114	69
114	70
114	78
114	101
114	110
13	44
13	46
13	95
13	101
13	114
101	27
101	44
101	70
101	76
101	104
101	114
70	13
70	101
78	13
27	13
27	50
27	81
27	97
27	101
81	5
81	114
5	27
5	81
39	31
39	55
55	95
55	101
55	114
55	127
127	55
104	27
110	70
110	103
50	5
69	44
97	47
47	101
46	105
105	44
105	74
31	96
96	49
49	20
20	105
74	55
103	13
