# Directed graph: generated_songs/random_generated_rock_song_37.txt 
# Nodes: 28 Edges: 62
# FromNodeId	ToNodeId
44	13
44	17
44	70
44	72
44	101
44	111
44	114
44	133
13	22
13	44
13	70
13	95
13	101
13	114
70	13
70	44
70	95
70	101
70	114
101	13
101	27
101	44
101	95
101	114
114	13
114	44
114	55
114	70
114	101
114	105
114	121
121	33
121	61
121	76
76	13
76	39
27	44
95	44
95	72
95	114
72	13
72	44
72	114
22	23
23	13
55	26
26	76
39	114
133	72
61	81
61	121
33	121
81	114
105	114
17	117
117	50
50	5
5	108
108	44
111	119
119	49
49	44
