# Directed graph: generated_songs/generated_rock_song_71.txt 
# Nodes: 32 Edges: 69
# FromNodeId	ToNodeId
44	13
44	27
44	50
44	57
44	70
44	101
44	114
44	118
13	44
13	70
13	76
13	101
13	114
27	5
27	47
5	61
5	81
5	109
81	5
81	27
81	92
92	81
47	101
101	7
101	13
101	44
101	76
101	93
101	95
101	108
101	114
76	13
76	24
76	101
76	114
24	0
0	3
0	101
0	127
127	76
70	72
70	101
114	13
114	44
114	55
114	70
114	101
114	105
55	0
3	70
50	5
109	64
64	81
61	11
11	88
88	24
105	17
17	57
57	101
57	114
108	44
118	114
95	44
95	101
7	67
67	76
93	72
72	76
72	95
