# Directed graph: generated_songs/generated_rock_song_73.txt 
# Nodes: 26 Edges: 67
# FromNodeId	ToNodeId
44	0
44	13
44	81
44	101
44	110
44	114
101	13
101	17
101	27
101	44
101	47
101	70
101	76
101	95
101	114
27	44
27	81
27	101
13	27
13	55
13	70
13	95
13	96
13	101
13	114
114	13
114	44
114	70
114	95
114	101
95	13
95	70
95	101
0	24
0	55
0	101
24	0
110	103
103	13
55	0
55	95
81	5
81	27
81	109
70	13
70	101
47	101
17	44
76	13
96	44
5	27
5	33
5	121
33	5
33	61
33	121
61	1
61	5
61	11
61	121
11	88
88	61
1	33
121	33
121	61
109	50
50	5
