# Directed graph: generated_songs/random_generated_rock_song_80.txt 
# Nodes: 34 Edges: 78
# FromNodeId	ToNodeId
44	13
44	47
44	48
44	55
44	70
44	101
44	114
114	13
114	44
114	55
114	70
114	76
114	95
114	101
70	3
70	27
70	44
70	101
70	114
13	46
13	57
13	101
13	110
13	114
110	44
76	7
76	24
76	101
24	0
24	61
61	5
61	11
11	88
88	24
88	61
0	11
0	55
0	76
5	17
17	57
57	24
57	114
55	39
55	95
55	96
55	101
55	114
55	127
39	121
121	33
121	76
33	121
7	67
67	128
128	0
101	13
101	44
101	70
101	113
101	114
101	117
101	131
95	13
95	70
95	114
27	44
127	55
131	51
131	101
51	131
3	55
3	70
46	44
48	101
117	44
96	3
113	101
47	101
