# Directed graph: generated_songs/generated_rock_song_19.txt 
# Nodes: 29 Edges: 67
# FromNodeId	ToNodeId
44	40
44	55
44	70
44	81
44	95
44	101
44	114
70	13
70	44
70	95
95	70
95	117
117	44
117	61
117	101
114	13
114	101
101	13
101	39
101	44
101	72
101	114
101	117
13	55
13	70
13	72
13	76
13	101
55	13
55	39
55	44
55	114
39	44
72	44
72	101
61	11
61	88
11	0
11	88
0	13
0	67
0	76
0	127
127	55
127	106
106	0
67	11
67	24
88	24
88	99
99	24
24	0
24	67
76	101
76	127
40	78
78	44
81	27
81	91
27	50
50	81
50	131
131	27
91	5
5	33
5	61
33	5
