# Directed graph: generated_songs/generated_rock_song_55.txt 
# Nodes: 28 Edges: 71
# FromNodeId	ToNodeId
44	13
44	30
44	52
44	70
44	101
44	111
44	114
44	131
101	13
101	27
101	33
101	44
101	47
101	70
101	108
101	114
101	117
114	0
114	3
114	5
114	13
114	44
114	55
114	101
13	17
13	44
13	76
13	101
17	114
55	0
55	13
55	101
47	101
33	5
5	50
5	51
5	81
81	5
81	27
81	50
81	131
51	131
131	0
131	81
131	110
27	44
27	81
27	101
30	101
3	70
70	44
70	101
70	104
70	127
70	131
104	27
50	27
50	61
61	81
110	44
111	114
108	44
52	101
76	13
76	24
117	44
0	70
0	76
0	114
24	0
127	55
