# Directed graph: generated_songs/random_generated_rock_song_70.txt 
# Nodes: 31 Edges: 66
# FromNodeId	ToNodeId
44	5
44	13
44	17
44	78
44	101
44	114
114	13
114	17
114	27
114	44
114	46
114	55
114	76
114	101
114	111
114	121
13	44
13	76
13	101
13	112
13	114
101	13
101	44
101	114
101	118
112	44
112	114
5	81
5	114
81	27
27	36
27	47
27	101
118	114
76	13
76	24
24	0
0	39
0	114
46	105
105	108
105	114
17	70
17	105
17	138
70	114
78	0
39	0
39	121
121	5
121	33
121	55
121	61
33	121
61	11
11	88
88	121
55	13
55	39
111	114
138	102
102	17
108	50
50	27
47	101
36	27
