# Directed graph: generated_songs/generated_rock_song_77.txt 
# Nodes: 27 Edges: 69
# FromNodeId	ToNodeId
44	13
44	17
44	27
44	52
44	55
44	70
44	95
44	100
44	101
44	112
44	114
114	13
114	44
114	46
114	81
114	101
114	105
55	39
55	57
55	101
39	55
57	13
57	44
57	105
13	44
13	70
13	95
13	101
13	114
95	57
95	70
95	101
70	13
70	44
70	66
70	95
70	114
101	44
101	47
101	55
101	57
101	114
105	17
105	44
27	44
27	101
100	76
76	13
47	101
81	61
61	5
61	11
61	121
121	76
121	88
88	61
88	121
5	33
33	5
33	61
11	88
66	70
17	44
17	58
17	105
58	17
112	44
46	105
52	70
